Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_000400545.1	SMACv1.0	Ara macao						female		Contig	2013-05-20	AMXX01	282947
GCA_000400695.1	SMACv1.1	Ara macao						female		Scaffold	2013-06-26	AOUJ01	192789
GCA_035592075.1	ASM3559207v1	Falco biarmicus					FMNH 250152			Scaffold	2024-01-11	JAVJID01	13809
GCA_050125195.1	ASM5012519v1	Aythya fuligula					UAM:Bird:26103			Scaffold	2025-05-04	JBNFNR01	413521
GCA_036939035.1	ASM3693903v1	Grus americana					Canus			Contig	2024-03-01	JBAKCG01	2003233
GCA_023065965.1	Corvus_cornix__S_Up_H60__v1.0_flye.10kbFILTER	Corvus cornix					S-Up-H60	female		Scaffold	2022-04-20	JAJVDG01	2176
GCA_011004865.1	bBalReg1.alt	Balearica regulorum gibbericeps					bBalReg1	female		Scaffold	2020-02-24	JAAIYD01	971
GCA_963513985.1	bFriCoe1.1 alternate haplotype	Fringilla coelebs								Contig	2023-09-28	CAUPSH01	2178
GCA_015220175.1	bPogPus1.alt	Pogoniulus pusillus					bPogPus1	female		Scaffold	2020-11-02	JADCQL01	2748
GCA_002023255.2	ASM202325v2	Corvus cornix cornix					S_Up_H32	male		Scaffold	2017-04-25	MVNZ02	145
GCA_015832205.1	Motacilla_alba_V1.0_alt	Motacilla alba alba					MOTALB_02	male		Contig	2020-12-08	JACXWF01	5850
GCA_028564975.1	ASM2856497v1	Balearica regulorum					J5OZP42DD6			Scaffold	2023-02-09	JAOWBM01	3807
GCA_023055725.1	bCalCai1.0.a	Callipepla californica brunnescens					MVZ:Bird:193975	male		Scaffold	2022-04-19	JALIRI01	1607
GCA_022605925.1	bLatJam1.0.a	Laterallus jamaicensis coturniculus					168171201	female		Scaffold	2022-03-17	JAKCOY01	3563
GCA_002029285.1	NIATT_ARIZONA	Patagioenas fasciata monilis					BTP2013	female	Annotation submitted by University of California, Santa Cruz	Scaffold	2017-03-15	LSYS01	9784
GCA_001655095.1	GWvir1.0	Phylloscopus trochiloides viridanus					TL2			Scaffold	2016-06-02	LXPA01	158605
GCA_001655135.1	GWtro1.0	Phylloscopus trochiloides trochiloides					LN10	male		Scaffold	2016-06-02	LXOZ01	504236
GCA_016859755.1	ASM1685975v1	Pogoniulus pusillus pusillus					AR93139	male		Scaffold	2021-02-10	JAFENH01	394268
GCA_000586395.1	tetTet1	Lyrurus tetrix tetrix								Contig	2014-03-08	JDSL01	971998
GCA_922020495.1	ORGONE_03	Ara glaucogularis								Scaffold	2021-12-17	CAKLIM01	378
GCA_043789925.1	bChaNiv1.0.a	Anarhynchus nivosus					PMB2274_CCGP	female		Scaffold	2024-10-24	JBFPNC01	1743
GCA_041146915.1	Meer_Gafri2_1	Gyps africanus					BGZOOHK22_008152201			Scaffold	2024-08-08	JBEHDQ01	625
GCA_048454415.1	A.insularis_AI_1363_74537_hap1_1.0	Aphelocoma insularis					AI_1363_74537	male		Contig	2025-03-06	JBKSLJ01	1058
GCA_023055385.1	bAgeTri1.0.a	Agelaius tricolor					1412-34295	female		Scaffold	2022-04-19	JALJCT01	450
GCA_048174525.1	A.woodhouseii_AW_365327_pri_1.0	Aphelocoma woodhouseii					AW_365327	male		Contig	2025-02-27	JBKSHX01	938
GCA_048182225.1	A.insularis_AI_1363_74539_pri_1.0	Aphelocoma insularis					AI_1363_74539	male		Contig	2025-02-27	JBKSIL01	780
GCA_048182055.1	A.insularis_AI_1603_79302_pri_1.0	Aphelocoma insularis					AI_1603_79302	female		Contig	2025-02-27	JBKSID01	586
GCA_048182015.1	A.insularis_AI_1703_64680_pri_1.0	Aphelocoma insularis					AI_1703_64680	male		Contig	2025-02-27	JBKSIB01	735
GCA_023637925.2	bPhaSup1.alt	Phaethornis superciliosus					PSU5	male		Contig	2025-02-03	JAJQWK02	230
GCA_048182105.1	A.insularis_AI_1603_79203_pri_1.0	Aphelocoma insularis					AI_1603_79203	female		Contig	2025-02-27	JBKSIG01	626
GCA_048182035.1	A.insularis_AI_1603_79315_pri_1.0	Aphelocoma insularis					AI_1603_79315	female		Contig	2025-02-27	JBKSIC01	673
GCA_048454035.1	A.insularis_AI_1603_79302_hap1_1.0	Aphelocoma insularis					AI_1603_79302	female		Contig	2025-03-06	JBKSKR01	1023
GCA_048453985.1	A.insularis_AI_1603_79315_hap1_1.0	Aphelocoma insularis					AI_1603_79315	female		Contig	2025-03-06	JBKSKP01	1021
GCA_048454025.1	A.insularis_AI_1603_79302_hap2_1.0	Aphelocoma insularis					AI_1603_79302	female		Contig	2025-03-06	JBKSKS01	858
GCA_048182145.1	A.insularis_AI_1363_74565_pri_1.0	Aphelocoma insularis					AI_1363_74565	male		Contig	2025-02-27	JBKSII01	752
GCA_048174335.1	A.woodhouseii_AW_366499_pri_1.0	Aphelocoma woodhouseii					AW_366499	female		Contig	2025-02-27	JBKSHL01	948
GCA_048181955.1	A.insularis_AI_1833_00687_pri_1.0	Aphelocoma insularis					AI_1833_00687	male		Contig	2025-02-27	JBKSHZ01	690
GCA_048454135.1	A.insularis_AI_1603_79203_hap1_1.0	Aphelocoma insularis					AI_1603_79203	female		Contig	2025-03-06	JBKSKX01	909
GCA_048174445.1	A.woodhouseii_AW_365337_pri_1.0	Aphelocoma woodhouseii					AW_365337	male		Contig	2025-02-27	JBKSHV01	682
GCA_048182125.1	A.insularis_AI_1603_79174_pri_1.0	Aphelocoma insularis					AI_1603_79174	female		Contig	2025-02-27	JBKSIH01	779
GCA_048182185.1	A.insularis_AI_1363_74544_pri_1.0	Aphelocoma insularis					AI_1363_74544	male		Contig	2025-02-27	JBKSIK01	1011
GCA_048182205.1	A.insularis_AI_1363_74563_pri_1.0	Aphelocoma insularis					AI_1363_74563	male		Contig	2025-02-27	JBKSIJ01	729
GCA_048453885.1	A.insularis_AI_1833_00687_hap1_1.0	Aphelocoma insularis					AI_1833_00687	male		Contig	2025-03-06	JBKSKJ01	1105
GCA_048182265.1	A.insularis_AI_1363_74536_pri_1.0	Aphelocoma insularis					AI_1363_74536	male		Contig	2025-02-27	JBKSIN01	729
GCA_048453945.1	A.insularis_AI_1703_64680_hap1_1.0	Aphelocoma insularis					AI_1703_64680	male		Contig	2025-03-06	JBKSKN01	1120
GCA_048174275.1	A.woodhouseii_AW_366498_pri_1.0	Aphelocoma woodhouseii					AW_366498	female		Contig	2025-02-27	JBKSHM01	1011
GCA_048454335.1	A.insularis_AI_1363_74539_hap1_1.0	Aphelocoma insularis					AI_1363_74539	male		Contig	2025-03-06	JBKSLH01	1208
GCA_048454375.1	A.insularis_AI_1363_74537_hap2_1.0	Aphelocoma insularis					AI_1363_74537	male		Contig	2025-03-06	JBKSLK01	906
GCA_048174435.1	A.woodhouseii_AW_365338_pri_1.0	Aphelocoma woodhouseii					AW_365338	male		Contig	2025-02-27	JBKSHU01	980
GCA_048454195.1	A.insularis_AI_1603_79174_hap1_1.0	Aphelocoma insularis					AI_1603_79174	female		Contig	2025-03-06	JBKSKZ01	1117
GCA_048181975.1	A.insularis_AI_1833_00513_pri_1.0	Aphelocoma insularis					AI_1833_00513	male		Contig	2025-02-27	JBKSIA01	839
GCA_048174455.1	A.woodhouseii_AW_365339_pri_1.0	Aphelocoma woodhouseii					AW_365339	female		Contig	2025-02-27	JBKSHT01	1303
GCA_017639645.1	bFalNau1.mat	Falco naumanni					bFalNau1	female		Scaffold	2021-03-30	JAGFVT01	551
GCA_020801775.1	bPorHoc1.pat.decon	Porphyrio hochstetteri					bPorHoc1	female		Scaffold	2021-11-08	JAJHSZ01	178
GCA_048174425.1	A.woodhouseii_AW_366487_pri_1.0	Aphelocoma woodhouseii					AW_366487	male		Contig	2025-02-27	JBKSHS01	1104
GCA_048174505.1	A.woodhouseii_AW_365335_pri_1.0	Aphelocoma woodhouseii					AW_365335	female		Contig	2025-02-27	JBKSHW01	1059
GCA_048174365.1	A.woodhouseii_AW_366493_pri_1.0	Aphelocoma woodhouseii					AW_366493	female		Contig	2025-02-27	JBKSHP01	1165
GCA_048453975.1	A.insularis_AI_1603_79315_hap2_1.0	Aphelocoma insularis					AI_1603_79315	female		Contig	2025-03-06	JBKSKQ01	965
GCA_046618715.1	RF_hap1	Carpodacus erythrinus					RF	male		Contig	2025-01-14	JBHOHY01	1563
GCA_048454235.1	A.insularis_AI_1363_74565_hap1_1.0	Aphelocoma insularis					AI_1363_74565	male		Contig	2025-03-06	JBKSLB01	1051
GCA_048454175.1	A.insularis_AI_1603_79174_hap2_1.0	Aphelocoma insularis					AI_1603_79174	female		Contig	2025-03-06	JBKSLA01	1119
GCA_048182165.1	A.insularis_AI_1603_79218_pri_1.0	Aphelocoma insularis					AI_1603_79218	male		Contig	2025-02-27	JBKSIF01	945
GCA_048454355.1	A.insularis_AI_1363_74539_hap2_1.0	Aphelocoma insularis					AI_1363_74539	male		Contig	2025-03-06	JBKSLI01	957
GCA_048453925.1	A.insularis_AI_1833_00513_hap1_1.0	Aphelocoma insularis					AI_1833_00513	male		Contig	2025-03-06	JBKSKL01	1368
GCA_048454275.1	A.insularis_AI_1363_74563_hap1_1.0	Aphelocoma insularis					AI_1363_74563	male		Contig	2025-03-06	JBKSLD01	1213
GCA_048174385.1	A.woodhouseii_AW_366488_pri_1.0	Aphelocoma woodhouseii					AW_366488	female		Contig	2025-02-27	JBKSHR01	1110
GCA_048453915.1	A.insularis_AI_1703_64680_hap2_1.0	Aphelocoma insularis					AI_1703_64680	male		Contig	2025-03-06	JBKSKO01	923
GCA_048182075.1	A.insularis_AI_1603_79232_pri_1.0	Aphelocoma insularis					AI_1603_79232	male		Contig	2025-02-27	JBKSIE01	1046
GCA_048174395.1	A.woodhouseii_AW_366490_pri_1.0	Aphelocoma woodhouseii					AW_366490	male		Contig	2025-02-27	JBKSHQ01	1244
GCA_048454435.1	A.insularis_AI_1363_74536_hap1_1.0	Aphelocoma insularis					AI_1363_74536	male		Contig	2025-03-06	JBKSLL01	1103
GCA_048453835.1	A.insularis_AI_1833_00687_hap2_1.0	Aphelocoma insularis					AI_1833_00687	male		Contig	2025-03-06	JBKSKK01	1088
GCA_048453685.1	A.woodhouseii_AW_365337_hap1_1.0	Aphelocoma woodhouseii					AW_365337	male		Contig	2025-03-06	JBKSJZ01	1137
GCA_048454115.1	A.insularis_AI_1603_79218_hap1_1.0	Aphelocoma insularis					AI_1603_79218	male		Contig	2025-03-06	JBKSKV01	1457
GCA_048454315.1	A.insularis_AI_1363_74544_hap1_1.0	Aphelocoma insularis					AI_1363_74544	male		Contig	2025-03-06	JBKSLF01	1702
GCA_048174305.1	A.woodhouseii_AW_366497_pri_1.0	Aphelocoma woodhouseii					AW_366497	male		Contig	2025-02-27	JBKSHN01	1302
GCA_048453785.1	A.woodhouseii_AW_365327_hap1_1.0	Aphelocoma woodhouseii					AW_365327	male		Contig	2025-03-06	JBKSKF01	1398
GCA_048454125.1	A.insularis_AI_1603_79203_hap2_1.0	Aphelocoma insularis					AI_1603_79203	female		Contig	2025-03-06	JBKSKY01	822
GCA_048454215.1	A.insularis_AI_1363_74565_hap2_1.0	Aphelocoma insularis					AI_1363_74565	male		Contig	2025-03-06	JBKSLC01	1084
GCA_048454255.1	A.insularis_AI_1363_74563_hap2_1.0	Aphelocoma insularis					AI_1363_74563	male		Contig	2025-03-06	JBKSLE01	1099
GCA_048453675.1	A.woodhouseii_AW_365336_hap2_1.0	Aphelocoma woodhouseii					AW_365336	female		Contig	2025-03-06	JBKSKC01	1315
GCA_048454075.1	A.insularis_AI_1603_79232_hap1_1.0	Aphelocoma insularis					AI_1603_79232	male		Contig	2025-03-06	JBKSKT01	1493
GCA_048454095.1	A.insularis_AI_1603_79218_hap2_1.0	Aphelocoma insularis					AI_1603_79218	male		Contig	2025-03-06	JBKSKW01	1268
GCA_048453775.1	A.woodhouseii_AW_365327_hap2_1.0	Aphelocoma woodhouseii					AW_365327	male		Contig	2025-03-06	JBKSKG01	1022
GCA_048174325.1	A.woodhouseii_AW_366494_pri_1.0	Aphelocoma woodhouseii					AW_366494	female		Contig	2025-02-27	JBKSHO01	1010
GCA_048453715.1	A.woodhouseii_AW_365336_hap1_1.0	Aphelocoma woodhouseii					AW_365336	female		Contig	2025-03-06	JBKSKB01	1223
GCA_048453845.1	A.woodhouseii_AW_365326_hap1_1.0	Aphelocoma woodhouseii					AW_365326	male		Contig	2025-03-06	JBKSKH01	1627
GCA_048453375.1	A.woodhouseii_AW_366498_hap1_1.0	Aphelocoma woodhouseii					AW_366498	female		Contig	2025-03-06	JBKSJH01	1542
GCA_048453875.1	A.insularis_AI_1833_00513_hap2_1.0	Aphelocoma insularis					AI_1833_00513	male		Contig	2025-03-06	JBKSKM01	1333
GCA_048453655.1	A.woodhouseii_AW_365337_hap2_1.0	Aphelocoma woodhouseii					AW_365337	male		Contig	2025-03-06	JBKSKA01	888
GCA_048453625.1	A.woodhouseii_AW_365338_hap1_1.0	Aphelocoma woodhouseii					AW_365338	male		Contig	2025-03-06	JBKSJX01	1513
GCA_048453575.1	A.woodhouseii_AW_365339_hap2_1.0	Aphelocoma woodhouseii					AW_365339	female		Contig	2025-03-06	JBKSJW01	1561
GCA_048454015.1	A.insularis_AI_1603_79232_hap2_1.0	Aphelocoma insularis					AI_1603_79232	male		Contig	2025-03-06	JBKSKU01	1295
GCA_048453725.1	A.woodhouseii_AW_365335_hap2_1.0	Aphelocoma woodhouseii					AW_365335	female		Contig	2025-03-06	JBKSKE01	1155
GCA_048453525.1	A.woodhouseii_AW_366487_hap1_1.0	Aphelocoma woodhouseii					AW_366487	male		Contig	2025-03-06	JBKSJT01	1631
GCA_048454295.1	A.insularis_AI_1363_74544_hap2_1.0	Aphelocoma insularis					AI_1363_74544	male		Contig	2025-03-06	JBKSLG01	1717
GCA_048454395.1	A.insularis_AI_1363_74536_hap2_1.0	Aphelocoma insularis					AI_1363_74536	male		Contig	2025-03-06	JBKSLM01	1098
GCA_048453815.1	A.woodhouseii_AW_365326_hap2_1.0	Aphelocoma woodhouseii					AW_365326	male		Contig	2025-03-06	JBKSKI01	1290
GCA_048453295.1	A.woodhouseii_AW_366499_hap2_1.0	Aphelocoma woodhouseii					AW_366499	female		Contig	2025-03-06	JBKSJG01	1160
GCA_048453315.1	A.woodhouseii_AW_366498_hap2_1.0	Aphelocoma woodhouseii					AW_366498	female		Contig	2025-03-06	JBKSJI01	1189
GCA_048453545.1	A.woodhouseii_AW_366487_hap2_1.0	Aphelocoma woodhouseii					AW_366487	male		Contig	2025-03-06	JBKSJU01	1229
GCA_048453255.1	A.woodhouseii_AW_366499_hap1_1.0	Aphelocoma woodhouseii					AW_366499	female		Contig	2025-03-06	JBKSJF01	1425
GCA_048453615.1	A.woodhouseii_AW_365338_hap2_1.0	Aphelocoma woodhouseii					AW_365338	male		Contig	2025-03-06	JBKSJY01	1147
GCA_048453735.1	A.woodhouseii_AW_365335_hap1_1.0	Aphelocoma woodhouseii					AW_365335	female		Contig	2025-03-06	JBKSKD01	1484
GCA_048453395.1	A.woodhouseii_AW_366493_hap2_1.0	Aphelocoma woodhouseii					AW_366493	female		Contig	2025-03-06	JBKSJO01	1301
GCA_048453515.1	A.woodhouseii_AW_366488_hap1_1.0	Aphelocoma woodhouseii					AW_366488	female		Contig	2025-03-06	JBKSJR01	1581
GCA_048453415.1	A.woodhouseii_AW_366490_hap2_1.0	Aphelocoma woodhouseii					AW_366490	male		Contig	2025-03-06	JBKSJQ01	1475
GCA_048453585.1	A.woodhouseii_AW_365339_hap1_1.0	Aphelocoma woodhouseii					AW_365339	female		Contig	2025-03-06	JBKSJV01	1903
GCA_048453425.1	A.woodhouseii_AW_366493_hap1_1.0	Aphelocoma woodhouseii					AW_366493	female		Contig	2025-03-06	JBKSJN01	1646
GCA_009819645.1	bSteHir1.alt	Sterna hirundo					bSteHir1	female		Contig	2019-12-23	WNMX01	2235
GCA_048453475.1	A.woodhouseii_AW_366490_hap1_1.0	Aphelocoma woodhouseii					AW_366490	male		Contig	2025-03-06	JBKSJP01	1869
GCA_048453355.1	A.woodhouseii_AW_366494_hap1_1.0	Aphelocoma woodhouseii					AW_366494	female		Contig	2025-03-06	JBKSJL01	1523
GCA_048453455.1	A.woodhouseii_AW_366497_hap1_1.0	Aphelocoma woodhouseii					AW_366497	male		Contig	2025-03-06	JBKSJJ01	1960
GCA_048453495.1	A.woodhouseii_AW_366488_hap2_1.0	Aphelocoma woodhouseii					AW_366488	female		Contig	2025-03-06	JBKSJS01	1270
GCA_048453275.1	A.woodhouseii_AW_366497_hap2_1.0	Aphelocoma woodhouseii					AW_366497	male		Contig	2025-03-06	JBKSJK01	1654
GCA_020745805.1	bTheCae1.alt.cur	Theristicus caerulescens					bTheCae1	female		Scaffold	2021-11-05	JAJGSS01	749
GCA_048453335.1	A.woodhouseii_AW_366494_hap2_1.0	Aphelocoma woodhouseii					AW_366494	female		Contig	2025-03-06	JBKSJM01	1273
GCA_028020675.1	bPodStr1.alt	Podargus strigoides					bPodStr1	female		Scaffold	2023-01-26	JAQJZI01	911
GCA_028019105.1	bMelGeo1.alt	Melospiza georgiana					bMelGeo1	female		Contig	2023-01-26	JAQMCR01	862
GCA_964237395.1	bGalChl1.hap2.1	Gallinula chloropus								Scaffold	2024-08-29	CAXSIQ01	395
GCA_965183785.1	bPlaLeu2.hap2.1	Platalea leucorodia								Scaffold	2025-03-05	CBCYLZ01	408
GCA_964059345.1	bGruGru1.hap2.1	Grus grus								Scaffold	2024-05-29	CAXKWP01	326
GCA_964059295.1	bNumArq3.hap2.1	Numenius arquata								Scaffold	2024-05-29	CAXKWJ01	811
GCA_013368595.1	bNycGra1.alt	Nyctibius grandis					bNycGra1	female		Scaffold	2020-06-23	JABXNW01	1395
GCA_965278795.1	bMarStr1.hap2.1	Mareca strepera								Scaffold	2025-05-10	CBDIGY01	662
GCA_020740585.1	bApuApu2.alt.cur	Apus apus					bApuApu2	female		Scaffold	2021-11-03	JAJGQZ01	1697
GCA_017639475.1	bPluApr1.alt	Pluvialis apricaria					bPluApr1	female		Scaffold	2021-03-30	JAGGDW01	1147
GCA_008658355.1	bAlcTor1 alternate	Alca torda					2006_11_07_Graehlm_vinge_78	male		Contig	2019-09-23	VMEC01	3309
GCA_020745695.1	bHemCom1.alt.cur	Hemiprocne comata					bHemCom1	female		Scaffold	2021-11-05	JAJGQX01	2405
GCA_963989315.1	bClaHye2.1 alternate haplotype	Clangula hyemalis								Scaffold	2024-03-14	CAXDIQ01	1867
GCA_009819715.1	bSylAtr1.alt	Sylvia atricapilla					bSylAtr1	female		Scaffold	2019-12-23	WNMZ01	3566
GCA_964059605.1	bBucCla1.1 alternate haplotype	Bucephala clangula								Contig	2024-05-29	CAXKXT01	4146
GCA_020746095.1	bTroSur1.alt.cur	Trogon surrucura					bTroSur1	female		Scaffold	2021-11-05	JAJGSU01	1535
GCA_965250415.1	bRalAqu1.1 alternate haplotype	Rallus aquaticus								Contig	2025-04-20	CBDFOE01	5835
GCA_963932075.1	bAnaAcu1.1 alternate haplotype	Anas acuta								Scaffold	2024-02-07	CAWVPT01	1960
GCA_040893125.1	CU_Asian_king_vulture	Sarcogyps calvus					Nui	female		Contig	2024-07-26	JALMMC01	21208
GCA_009829205.1	bChiLan1.alt	Chiroxiphia lanceolata					bChiLan1	female		Contig	2020-01-03	WNMD01	4269
GCA_964035535.1	bNetRuf1.1 alternate haplotype	Netta rufina								Scaffold	2024-04-28	CAXIVA01	3206
GCA_009764545.1	bGeoTri1.alt	Geothlypis trichas					bGeoTri1	female		Scaffold	2019-12-18	WSPK01	4976
GCA_009769595.1	bBucAby1.alt	Bucorvus abyssinicus					bBucAby1	female		Contig	2019-12-19	WNMH01	3527
GCA_028017155.1	bGypBar2.alt	Gypaetus barbatus					bGypBar2	female		Contig	2023-01-26	JAQMCN01	2892
GCA_027595965.1	bRhyJub1.alt	Rhynochetos jubatus					bRhyJub1	female		Scaffold	2023-01-06	JAQBHZ01	2818
GCA_027887135.1	bAmmCau1.alt	Ammospiza caudacuta					bAmmCau1	female		Contig	2023-01-17	JAQIHC01	3054
GCA_027579665.1	bAmmNel1.alt	Ammospiza nelsoni					bAmmNel1	female		Contig	2023-01-06	JAQCNU01	2834
GCA_901699165.2	bStrTur1.2 alternate haplotype	Streptopelia turtur								Contig	2021-04-15	CABFKB02	3334
GCA_964034845.1	bAnsBra1.1 alternate haplotype	Anser brachyrhynchus								Contig	2024-04-26	CAXIUF01	5114
GCA_907165095.1	bCapEur3.1 alternate haplotype	Caprimulgus europaeus								Scaffold	2021-05-15	CAJRAW01	2502
GCA_963932325.1	bLarFus1.1 alternate haplotype	Larus fuscus								Contig	2024-02-07	CAWVQZ01	7404
GCA_965250455.1	bAnsFab1.1 alternate haplotype	Anser fabalis								Contig	2025-04-20	CBDFOB01	8039
GCA_963662415.1	bCinCin1.1 alternate haplotype	Cinclus cinclus								Contig	2023-12-07	CAVLEX01	4724
GCA_017639665.1	bCicMag1.alt	Ciconia maguari					bCicMag1	female		Scaffold	2021-03-30	JAGFVO01	4278
GCA_951394355.1	bTetUro1.1 alternate haplotype	Tetrao urogallus								Contig	2023-05-13	CATOBQ01	5464
GCA_963210275.1	bFalPun1.1 alternate haplotype	Falco punctatus								Contig	2023-08-19	CAUJKS01	2259
GCA_949628205.1	bGulAri2.1 alternate haplotype	Phalacrocorax aristotelis								Scaffold	2023-04-09	CATIVF01	9751
GCA_032599265.1	ASM3259926v1	Gorsachius magnificus		XMU-aves-gmajx1						Scaffold	2023-10-12	JALHKT01	1796
GCA_045783075.1	ASM4578307v1	Cinclus cinclus					B10K-DU-021-63	female		Scaffold	2024-12-06	JBJGGF01	24993
GCA_013398885.1	ASM1339888v1	Bucorvus abyssinicus					B10K-DU-012-80		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VYZL01	13415
GCA_045787545.1	ASM4578754v1	Morus bassanus					B10K-D-IZW-32	male		Scaffold	2024-12-06	JBJGJS01	20087
GCA_045783495.1	ASM4578349v1	Periparus ater					B10K-DU-008-30	female		Scaffold	2024-12-06	JBJGHB01	57571
GCA_045784465.1	ASM4578446v1	Lymnocryptes minimus					B10K-D-SI-20			Scaffold	2024-12-06	JBJGHW01	89063
GCA_045784965.1	ASM4578496v1	Clamator glandarius					B10K-D-NHMO-33			Scaffold	2024-12-06	JBJGIL01	46306
GCA_024432275.1	Barbary10X.alt	Falco pelegrinoides					JW_2022b	female		Scaffold	2022-07-25	JALPQX01	640
GCA_045788445.1	ASM4578844v1	Grus grus					B10K-D-DBG-46			Scaffold	2024-12-06	JBJGKO01	54184
GCA_905066775.2	FratArc_v2	Fratercula arctica								Scaffold	2021-07-28	CAJHIB02	27
GCA_002592135.1	ASM259213v1	Anser brachyrhynchus		PFG001				male		Scaffold	2017-10-19	NXHY01	2723
GCA_013397325.1	ASM1339732v1	Leucopsar rothschildi					B10K-DU-002-02	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTC01	17982
GCA_013398095.1	ASM1339809v1	Rhynochetos jubatus					B10K-DU-029-58	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZRY01	13191
GCA_017165875.1	TRBL-genome	Agelaius tricolor					individual TRBL			Scaffold	2021-03-04	JADODQ01	70522
GCA_013399755.1	ASM1339975v1	Podargus strigoides					B10K-DU-001-40	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZTK01	158535
GCA_013399255.1	ASM1339925v1	Ciconia maguari					B10K-DU-001-47	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VXAE01	33984
GCA_013399155.1	ASM1339915v1	Nyctibius grandis					B10K-DU-001-56	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWYG01	55068
GCA_045783575.1	ASM4578357v1	Pluvialis apricaria					B10K-DU-007-61	female		Scaffold	2024-12-06	JBJGHE01	71579
GCA_013396855.1	ASM1339685v1	Hemiprocne comata					B10K-DU-001-23	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VWZJ01	30279
GCA_951851355.1	FratArc_v3_unplaced	Fratercula arctica								Scaffold	2023-07-14	CATOUT01	229
GCA_013398435.1	ASM1339843v1	Sylvia atricapilla					OUT-0013	male	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSL01	123
GCA_013401015.1	ASM1340101v1	Rissa tridactyla					OUT-0021	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZUC01	53283
GCA_045838395.1	ASM4583839v1	Rallus aquaticus					B10K-D-DBG-8			Scaffold	2024-12-09	JBJGBL01	105738
GCA_013398245.1	ASM1339824v1	Alca torda					OUT-0003		Annotation submitted by B10K Consortium	Scaffold	2020-07-10	VZSD01	39768
GCA_029619115.1	ASM2961911v1	Clangula hyemalis				wild	HKYD19072657_A	male		Scaffold	2023-04-07	JAQQTJ01	36831
GCA_014363385.1	P_albatrus_scaffold_01	Phoebastria albatrus								Scaffold	2020-08-22	BMBH01	23454
GCA_035610435.1	ASM3561043v1	Porphyrio hochstetteri					JG2021	male		Scaffold	2024-01-12	JAKCWM01	30270
GCA_045787555.1	ASM4578755v1	Aegypius monachus					B10K-D-IZW-1	male		Scaffold	2024-12-06	JBJGJT01	81558
GCA_013400395.1	ASM1340039v1	Vidua macroura					B10K-DU-002-50	female	Annotation submitted by B10K Consortium	Scaffold	2020-07-10	WBNN01	93444
GCA_045788555.1	ASM4578855v1	Caprimulgus europaeus					B10K-D-DBG-45			Scaffold	2024-12-06	JBJGKP01	259209
GCA_028571125.1	ASM2857112v1	Larus argentatus					QCHUZ9TVWE			Scaffold	2023-02-09	JAOWBQ01	17990
GCA_049942415.1	ASM4994241v1	Aix galericulata					FMNH 508485			Scaffold	2025-04-26	JBNFIQ01	37143
GCA_046244895.1	ASM4624489v1	Numenius arquata					IRGN MD6TRG4Y8X			Scaffold	2024-12-21	JBJMAK01	9764
GCA_035583915.1	ASM3558391v1	Mareca strepera					ANSP 28792			Scaffold	2024-01-11	JAXCLN01	12426
GCA_001420675.1	ASM142067v1	Amazona aestiva					FVVF132		Annotation submitted by LNCC	Scaffold	2015-10-30	LMAW01	3232
GCA_030412475.1	ASM3041247v1	Luscinia luscinia					LL19			Scaffold	2023-07-05	JAOYSP01	744
GCA_003264595.1	ASM326459v1	Pygoscelis antarcticus					B303A			Scaffold	2018-06-25	NDHD01	1783
GCA_003264555.1	ASM326455v1	Pygoscelis antarcticus					B190A			Scaffold	2018-06-25	NDHC01	1783
