Assembly Accession	Assembly Name	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Ecotype	Organism Infraspecific Names Isolate	Organism Infraspecific Names Sex	Annotation Name	Assembly Level	Assembly Release Date	WGS project accession	Assembly Stats Number of Scaffolds
GCA_002880755.3	Clint_PTRv2	Pan troglodytes					Yerkes chimp pedigree #C0471 (Clint)	male	Annotation submitted by University of Washington	Chromosome	2018-01-19	NBAG03	4418
GCF_002880755.1	Clint_PTRv2	Pan troglodytes					Yerkes chimp pedigree #C0471 (Clint)	male	NCBI Pan troglodytes Annotation Release 105	Chromosome	2018-01-19	NBAG03	4431
GCA_000001515.5	Pan_tro 3.0	Pan troglodytes					Yerkes chimp pedigree #C0471 (Clint)	male		Chromosome	2016-05-03	AACZ04	45510
GCF_000001515.7	Pan_tro 3.0	Pan troglodytes					Yerkes chimp pedigree #C0471 (Clint)	male	NCBI Pan troglodytes Annotation Release 104	Chromosome	2016-05-03	AACZ04	45510
GCA_000002295.1	MonDom5	Monodelphis domestica								Chromosome	2007-01-25	AAFR03	5137
GCF_000002295.2	MonDom5	Monodelphis domestica							NCBI Monodelphis domestica Annotation Release 103	Chromosome	2007-01-25	AAFR03	5222
GCA_000264685.2	Panu_3.0	Papio anubis					1X1155	female		Chromosome	2017-04-20	AHZZ02	71134
GCF_000264685.3	Panu_3.0	Papio anubis					1X1155	female	NCBI Papio anubis Annotation Release 103	Chromosome	2017-04-20	AHZZ02	71134
GCA_016077325.2	ASM1607732v2	Equus asinus	Dezhou					male		Chromosome	2021-10-14	JADWZW02	50
GCF_016077325.2	ASM1607732v2	Equus asinus	Dezhou					male	NCBI Equus asinus Annotation Release 101	Chromosome	2021-10-14	JADWZW02	50
GCA_000803125.3	CamDro3	Camelus dromedarius	African				Drom800	female	Annotation submitted by Vetmeduni Vienna	Chromosome	2019-10-07	JWIN03	21069
GCF_000803125.2	CamDro3	Camelus dromedarius	African				Drom800	female	NCBI Camelus dromedarius Annotation Release 101	Chromosome	2019-10-07	JWIN03	21069
GCA_008122165.1	Kamilah_GGO_v0	Gorilla gorilla gorilla	western lowland gorilla				Kamilah (stud number 0661)	female		Chromosome	2019-08-28	SRLZ01	5705
GCF_008122165.1	Kamilah_GGO_v0	Gorilla gorilla gorilla	western lowland gorilla				Kamilah (stud number 0661)	female	NCBI Gorilla gorilla Annotation Release 102	Chromosome	2019-08-28	SRLZ01	5705
GCA_000151905.3	gorGor4	Gorilla gorilla gorilla								Chromosome	2014-12-19	CABD03	40729
GCF_000151905.2	gorGor4	Gorilla gorilla gorilla							NCBI Gorilla gorilla Annotation Release 101	Chromosome	2014-12-19	CABD03	40729
GCA_021288785.3	ASM2128878v3	Mirounga angustirostris					JK_09032017			Chromosome	2022-12-21	JAJSZF01	142455
GCF_021288785.2	ASM2128878v3	Mirounga angustirostris					JK_09032017		GCF_021288785.2-RS_2023_03	Chromosome	2022-12-21	JAJSZF01	142455
GCA_002880775.3	Susie_PABv2	Pongo abelii					Susie	female	Annotation submitted by University of Washington	Chromosome	2018-01-19	NDHI03	5299
GCF_002880775.1	Susie_PABv2	Pongo abelii					Susie	female	NCBI Pongo abelii Annotation Release 103	Chromosome	2018-01-19	NDHI03	5299
GCA_000146795.3	Nleu_3.0	Nomascus leucogenys					Asia; international studbook 0098	female		Chromosome	2012-12-08	ADFV01	17524
GCF_000146795.2	Nleu_3.0	Nomascus leucogenys					Asia; international studbook 0098	female	NCBI Nomascus leucogenys Annotation Release 102	Chromosome	2012-12-08	ADFV01	17524
GCA_000258655.2	panpan1.1	Pan paniscus					Ulindi	female		Chromosome	2015-08-18	AJFE02	10983
GCF_000258655.2	panpan1.1	Pan paniscus					Ulindi	female	NCBI Pan paniscus Annotation Release 103	Chromosome	2015-08-18	AJFE02	10983
GCA_014633375.1	OchPri4.0	Ochotona princeps					UAM:Mamm:113957	male		Chromosome	2020-09-21	JACJUE01	9350
GCF_014633375.1	OchPri4.0	Ochotona princeps					UAM:Mamm:113957	male	NCBI Ochotona princeps Annotation Release 102	Chromosome	2020-09-21	JACJUE01	9350
GCA_007646695.3	UniMelb_ThyCyn2.0_hybrid_assembly	Thylacinus cynocephalus					PY-MV-C5757	female		Chromosome	2022-04-04	VAHE03	149109
GCA_003610035.2	CAAPA Pan-Genome	Homo sapiens						pooled male and female		Scaffold	2018-09-27	PDBU01	124240
GCA_000389885.1	MSM_WGSv1	Mus musculus		MSM/Ms						Scaffold	2013-04-23	BAAG01	1237600
GCA_026508895.1	MPIMG_PWD_2b	Mus musculus musculus		PWD/Ph				male		Scaffold	2022-11-29	JAMCOG01	14365
GCA_000189315.1	Devil_ref v7.0	Sarcophilus harrisii					Salem	female		Scaffold	2011-02-17	AEFK01	35974
GCF_000189315.1	Devil_ref v7.0	Sarcophilus harrisii					Salem	female	NCBI Sarcophilus harrisii Annotation Release 102	Scaffold	2011-02-17	AEFK01	35974
GCA_000164845.5	VicPac3.2	Vicugna pacos					Carlotta (AHFN-0088)	female		Scaffold	2019-07-15	ABRR03	77388
GCF_000164845.4	VicPac3.2	Vicugna pacos					Carlotta (AHFN-0088)	female	NCBI Vicugna pacos Annotation Release 102	Scaffold	2019-07-15	ABRR03	77388
GCA_964662955.1	HG01573.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAHU01	189
GCA_964662935.1	NA19240.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAHT01	248
GCA_964662805.1	NA19347.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAHF01	180
GCA_964662755.1	HG00358.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAHA01	300
GCA_964662635.1	HG01890.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAGP01	256
GCA_964662665.1	NA19238.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAGS01	343
GCA_964659605.1	HG00514-new.v2.verkko.ENAUpload	Homo sapiens								Scaffold	2025-01-03	CBAADQ01	716
GCA_964662655.1	HG00514.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAGR01	251
GCA_964662425.1	NA12329.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFU01	276
GCA_964662485.1	NA19317.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFX01	303
GCA_964662745.1	HG02953.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAGZ01	318
GCA_964662385.1	HG03065.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAFP01	284
GCA_964662715.1	HG03371.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGW01	259
GCA_964662415.1	HG00731.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAFS01	317
GCA_964662765.1	NA19239.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAHB01	201
GCA_964662915.1	HG03732.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAHR01	280
GCA_964662685.1	NA19384.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGV01	405
GCA_964662965.1	NA19036.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHV01	240
GCA_964662925.1	NA19705.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHP01	333
GCA_964662345.1	HG00513.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAFL01	427
GCA_964662505.1	NA18939.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGA01	325
GCA_964662595.1	HG00171.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGM01	336
GCA_964662625.1	HG02011.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGN01	355
GCA_964662395.1	NA20509.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFQ01	424
GCA_964662975.1	NA18989.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAHW01	304
GCA_964662845.1	HG03009.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHK01	350
GCA_964662795.1	HG00733.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAHE01	558
GCA_964662775.1	NA18534.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHC01	467
GCA_964662675.1	HG01114.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGQ01	341
GCA_964662735.1	HG03248.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGY01	372
GCA_964662525.1	HG02059.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGD01	489
GCA_964662315.1	NA19983.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFI01	271
GCA_964662365.1	HG01352.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFO01	407
GCA_964662705.1	NA19650.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGU01	374
GCA_964662865.1	NA24385.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHN01	502
GCA_964657415.1	HG00864.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-03	CAZZYL01	360
GCA_964662895.1	HG00864.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHO01	360
GCA_964657305.1	HG00732.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-03	CAZZYM01	578
GCA_964662545.1	HG00732.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGF01	578
GCA_964662575.1	HG02666.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGJ01	496
GCA_964662555.1	HG03683.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGH01	366
GCA_964662465.1	HG03456.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFY01	461
GCA_964662515.1	HG02587.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGC01	394
GCA_964662375.1	HG01505.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFN01	452
GCA_964662645.1	HG00096.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGO01	405
GCA_964662455.1	HG01457.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAFW01	374
GCA_964662355.1	HG01596.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFM01	477
GCA_964662535.1	HG04036.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGE01	587
GCA_964662585.1	HG02018.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGG01	373
GCA_964662565.1	HG02554.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGI01	509
GCA_964662785.1	GM20355.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHD01	450
GCA_964662725.1	HG02492.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGX01	542
GCA_964662605.1	NA20847.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGL01	378
GCA_964662435.1	GM19129.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFV01	420
GCA_964662495.1	GM21487.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-24	CBAAGB01	583
GCA_913843615.1	s3r3_clone8_genome	Homo sapiens								Scaffold	2022-05-03	CAKNVQ01	43
GCA_964662875.1	HG04217.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHM01	372
GCA_964662825.1	NA19434.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHI01	328
GCA_964662945.1	HG03520.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHS01	593
GCA_913844065.1	s2r2_clone6_genome	Homo sapiens								Scaffold	2021-11-19	CAJYZW01	91
GCA_913844035.1	s2r1_clone6_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVH01	44
GCA_964662475.1	HG03807.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFZ01	405
GCA_913843925.1	s3r3_clone4_genome	Homo sapiens								Scaffold	2022-05-03	CAKNVX01	42
GCA_913844015.1	s2r1_clone3_genome	Homo sapiens								Scaffold	2022-03-05	CAKNWG01	87
GCA_913844055.1	s2r3_clone6_genome	Homo sapiens								Scaffold	2022-03-05	CAKNWF01	87
GCA_913843625.1	s2r1_clone1_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVO01	44
GCA_913844075.1	s2r3_clone5_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVN01	44
GCA_913843595.1	s1r2_clone3_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVR01	44
GCA_913843955.1	s3r1_clone3_genome	Homo sapiens								Scaffold	2022-05-01	CAKNWL01	180
GCA_913844125.1	s3r2_clone6_genome	Homo sapiens								Scaffold	2022-03-11	CAKNWK01	90
GCA_913844095.1	s2r3_clone1_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVE01	44
GCA_913844105.1	s3r1_clone6_genome	Homo sapiens								Scaffold	2022-03-11	CAKNWJ01	90
GCA_913844045.1	s3r2_clone4_genome	Homo sapiens								Scaffold	2022-03-11	CAKNWD01	90
GCA_913844115.1	s3r2_clone5_genome	Homo sapiens								Scaffold	2022-05-03	CAKNVI01	45
GCA_913843885.1	s3r2_clone7_genome	Homo sapiens								Scaffold	2022-03-11	CAKNWA01	90
GCA_913843605.1	s1r3_clone1_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVW01	43
GCA_913843545.1	s1r1_clone7_genome	Homo sapiens								Scaffold	2022-05-01	CAKNVT01	45
GCA_913843965.1	s2r2_clone4_genome	Homo sapiens								Scaffold	2022-03-05	CAKNWE01	91
GCA_914822365.1	s2r3_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCK01	44
GCA_913843525.1	s1r3_clone6_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVM01	43
GCA_913843635.1	s1r3_clone2_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVV01	43
GCA_913843675.1	s1r3_clone8_genome	Homo sapiens								Scaffold	2022-03-11	CAKNVZ01	86
GCA_914823235.1	s1r3_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCN01	44
GCA_914823105.1	s2r2_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCM01	44
GCA_914824655.1	s1r2_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCO01	44
GCA_913843535.1	s1r2_clone1_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVG01	45
GCA_914824835.1	s1r1_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCP01	44
GCA_964662405.1	HG02769.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFR01	516
GCA_914826315.1	s3r2_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCS01	44
GCA_914826275.1	s3r1_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCR01	44
GCA_914825625.1	s2r1_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCQ01	44
GCA_913843505.1	s1r3_clone3_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVJ01	43
GCA_913843575.1	s1r1_clone5_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVS01	45
GCA_913844145.1	s3r1_clone7_genome	Homo sapiens								Scaffold	2022-03-11	CAKNWC01	89
GCA_913843645.1	s1r1_clone8_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVK01	44
GCA_913844085.1	s3r1_clone4_genome	Homo sapiens								Scaffold	2022-03-11	CAKNWB01	90
GCA_913843555.1	s1r2_clone8_genome	Homo sapiens								Scaffold	2022-05-03	CAKNVU01	44
GCA_913843665.1	s1r2_clone5_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVL01	44
GCA_913843685.1	s1r2_clone7_genome	Homo sapiens								Scaffold	2022-03-11	CAKNWI01	88
GCA_913843585.1	s1r3_clone7_genome	Homo sapiens								Scaffold	2022-03-05	CAKNVY01	86
GCA_914822985.1	s3r3_germline_genome	Homo sapiens								Scaffold	2021-09-28	CAJZCL01	44
GCA_913843655.1	s1r2_clone2_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVF01	45
GCA_913844005.1	s2r2_clone7_genome	Homo sapiens								Scaffold	2022-03-11	CAKNWH01	91
GCA_964662335.1	HG00512.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFJ01	939
GCA_913843515.1	s1r2_clone4_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVP01	45
GCA_913843565.1	s1r2_clone6_genome	Homo sapiens								Scaffold	2022-05-02	CAKNVD01	45
GCA_964662695.1	HG03452.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGT01	593
GCA_964662815.1	HG02106.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHJ01	554
GCA_964662445.1	HG00268.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFT01	497
GCA_964662885.1	NA19331.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHL01	561
GCA_964662615.1	HG02282.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAGK01	778
GCA_964662905.1	NA19836.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAHQ01	647
GCA_964657255.1	HG02818.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-03	CAZZUT01	704
GCA_964662325.1	HG02818.v1.hifiasm.ENAUpload	Homo sapiens								Contig	2025-01-23	CBAAFK01	704
GCA_040939185.1	ASM4093918v1	Homo sapiens						male		Contig	2024-07-29	JBDPMV01	1773
GCA_040939315.1	ASM4093931v1	Homo sapiens						male		Contig	2024-07-29	JBDPMY01	1485
GCA_040939165.1	ASM4093916v1	Homo sapiens						male		Contig	2024-07-29	JBDPMX01	1569
GCA_040939175.1	ASM4093917v1	Homo sapiens						male		Contig	2024-07-29	JBDPMW01	1658
GCA_040939155.1	ASM4093915v1	Homo sapiens						male		Contig	2024-07-29	JBDPMU01	2212
GCA_040939145.1	ASM4093914v1	Homo sapiens						male		Contig	2024-07-29	JBDPMT01	3014
GCA_964659125.1	NA19238_hap1hap2	Homo sapiens								Contig	2025-01-14	CBAABM02	3226
GCA_902652775.1	HG00542_Chr_1	Homo sapiens								Contig	2019-11-14	CACRVI01	154
GCA_912157075.1	ESOS43_1R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVUZ01	8
GCA_002009925.1	AK1_Haplotigs_v1	Homo sapiens					AK1	male		Contig	2016-10-21	LYWJ01	3155
GCA_912157055.1	ESOS18_1R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVVA01	2
GCA_912157065.1	ESOS17_1R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVUX01	3
GCA_040939415.1	ASM4093941v1	Homo sapiens						male		Contig	2024-07-29	JBDPNE01	7904
GCA_912157105.1	ESOS31_2R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVVC01	2
GCA_912157085.1	ESOS33_1R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVVB01	2
GCA_912157025.1	ESOS13_1R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVUV01	2
GCA_912157035.1	ESOS44_1R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVUW01	48
GCA_912157115.1	ESOS15_1R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVVD01	2
GCA_912157015.1	ESO36_2R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVUU01	2
GCA_912157095.1	ESOS14_1R	Homo sapiens					Campylobacter			Contig	2021-08-12	CAJVUY01	2
GCA_040939435.1	ASM4093943v1	Homo sapiens						male		Contig	2024-07-29	JBDPND01	9385
GCA_964658995.1	NA18939_hap1hap2	Homo sapiens								Contig	2025-01-06	CBAABX02	32780
GCA_012069685.1	mHomSap3.Unzip_haplotigs	Homo sapiens					mHomSap3	male		Contig	2020-04-06	JAAIVS01	6727
GCA_012069745.1	HG00733.Unzip_haplotigs	Homo sapiens					HG00733	female		Contig	2020-04-06	JAAIXO01	7854
GCA_018398685.1	HG002_HiFi.IPA_Haplotigs	Homo sapiens					NA24385	male		Contig	2021-05-19	JADCLY01	15709
GCA_900009665.2	APD_ii	Homo sapiens								Scaffold	2019-03-04	CZSY02	1
GCA_015144065.1	ASM1514406v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVR01	36
GCA_015144605.1	ASM1514460v1	Homo sapiens						male		Scaffold	2020-10-30	JADCVC01	51
GCA_900010305.2	DUCAF_ii	Homo sapiens								Scaffold	2019-03-04	CZSO02	1
GCA_900008125.2	FPAF_ii	Homo sapiens								Scaffold	2019-03-04	CZSK02	1
GCA_900008935.2	PF04015_ii	Homo sapiens								Scaffold	2019-03-04	CZUA02	1
GCA_900009335.2	CB6B_ii	Homo sapiens								Scaffold	2019-03-04	CZTK02	1
GCA_900008195.2	BM16_ii	Homo sapiens								Scaffold	2019-03-04	CZRZ02	1
GCA_900011055.2	EJ32B_ii	Homo sapiens								Scaffold	2019-03-04	CZSU02	1
GCA_900010215.2	QBL_ii	Homo sapiens								Scaffold	2019-03-04	CZUB02	1
GCA_900008135.2	JBUSH_ii	Homo sapiens								Scaffold	2019-03-04	CZSB02	1
GCA_900661295.1	SRS1735585_4	Homo sapiens								Contig	2019-03-27	CAACVV01	53
GCA_900010775.2	31227ABO_ii	Homo sapiens								Scaffold	2019-03-04	CZSA02	1
GCA_900010005.2	LZL_ii	Homo sapiens								Scaffold	2019-03-04	CZTS02	1
GCA_900016255.2	KOSE_ii	Homo sapiens								Scaffold	2019-03-04	CZTG02	1
GCA_900010785.2	STEINLIN_ii	Homo sapiens								Scaffold	2019-03-04	CZUQ02	1
GCA_900009035.2	VAVY_ii	Homo sapiens								Scaffold	2019-03-04	CZUV02	1
GCA_900008245.2	L081785_ii	Homo sapiens								Scaffold	2019-03-04	CZTM02	1
GCA_900009695.2	WDV_ii	Homo sapiens								Scaffold	2019-03-04	CZUX02	1
GCA_900008875.2	L0541265_ii	Homo sapiens								Scaffold	2019-03-04	CZSI02	1
GCA_900009055.2	WT49_ii	Homo sapiens								Scaffold	2019-03-04	CZVE02	1
GCA_003711475.1	HG00268_EEE_SV-Pop.1	Homo sapiens					HG00268	female		Contig	2018-11-02	QVRL01	16502
GCA_900009655.2	KGU_ii	Homo sapiens								Scaffold	2019-03-04	CZTJ02	1
GCA_900008995.2	SLE005_ii	Homo sapiens								Scaffold	2019-03-04	CZUL02	1
GCA_003711455.1	HG02106_EEE_SV-Pop.1	Homo sapiens					HG02106	female		Contig	2018-11-02	QVRK01	17407
GCA_003709635.1	CHM1_EEE_SV-Pop.1	Homo sapiens					CHM1			Contig	2018-11-02	QPKN01	13983
GCA_003709745.1	HG01352_EEE_SV-Pop.1	Homo sapiens					HG01352	female		Contig	2018-11-02	QVRG01	16182
GCA_003709805.1	HG04217_EEE_SV-Pop.1	Homo sapiens					HG04217	female		Contig	2018-11-02	QVRJ01	14510
GCA_003709695.1	HG02818_EEE_SV-Pop.1	Homo sapiens					HG02818	female		Contig	2018-11-02	QVRE01	19052
GCA_003709765.1	HG02059_EEE_SV-Pop.1	Homo sapiens					HG02059	female		Contig	2018-11-02	QVRH01	16937
GCA_003709785.1	NA12878_EEE_SV-Pop.1	Homo sapiens					NA12878	female		Contig	2018-11-02	QVRI01	15747
GCA_003709735.1	NA19434_EEE_SV-Pop.1	Homo sapiens					NA19434	female		Contig	2018-11-02	QVRF01	18969
GCA_900009795.2	WT47D_ii	Homo sapiens								Scaffold	2019-03-04	CZVD02	1
GCA_900009065.2	RSH_ii	Homo sapiens								Scaffold	2019-03-04	CZUN02	1
GCA_900008275.2	EK_ii	Homo sapiens								Scaffold	2019-03-04	CZTD02	1
GCA_003709615.1	CHM13_EEE_SV-Pop.1	Homo sapiens					CHM13	female		Contig	2018-11-02	QPKM01	14398
GCA_900008695.2	BM21_ii	Homo sapiens								Scaffold	2019-03-04	CZRQ02	1
GCA_963426525.1	human feces metagenome	Homo sapiens								Contig	2023-09-13	CAUKAQ01	1475
GCA_003709625.1	HG00514_EEE_SV-Pop.1	Homo sapiens					HG00514	female		Contig	2018-11-02	QVRB01	17169
GCA_003709685.1	NA19240_EEE_SV-Pop.1	Homo sapiens					NA19240	female		Contig	2018-11-02	QVRD01	18379
GCA_003709675.1	HG00733_EEE_SV-Pop.1	Homo sapiens					HG00733	female		Contig	2018-11-02	QVRC01	16269
GCA_003864135.1	HX1_EEE_SV-Pop.1	Homo sapiens					HX1	male		Contig	2018-12-05	RRTY01	14865
GCA_001483655.1	NA12878_merac_PE_MP_Fos	Homo sapiens						female		Scaffold	2015-12-30	LPXP01	13252
GCA_900009345.2	AMALA_ii	Homo sapiens								Scaffold	2019-03-04	CZSS02	1
GCA_000185165.1	HsapALLPATHS1	Homo sapiens						female		Scaffold	2011-01-06	AEKP01	11393
GCA_000005465.1	BGIAF	Homo sapiens						male		Scaffold	2010-06-21	DAAB01	314786
GCA_949316305.1	mMusMuc1.1 alternate haplotype	Mus musculus								Contig	2023-04-08	CASGFD01	1806
